ObjectID,RGBPalette,NamePalette,BasicPalette,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
93078,"[(238, 220, 194), (179, 59, 53), (212, 155, 136), (216, 172, 148), (204, 124, 108), (204, 116, 108)]","{'tan', 'brown', 'indianred', 'wheat'}","{'red', 'brown'}",Untitled from an untitled portfolio,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1988,One from a portfolio of ten woodcuts,"composition: 15 3/4 × 23 5/8"" (40 × 60 cm); sheet: 23 5/8 × 31 1/2"" (60 × 80 cm)","Gift of Nelson Blitz, Jr.",135.1989.2,Print,Drawings & Prints,1989-05-30,Y,http://www.moma.org/collection/works/93078,http://www.moma.org/media/W1siZiIsIjM3NjA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3bb338be6ce22a11,,,,40.0,,,60.0,,
93079,"[(240, 220, 191), (179, 61, 55), (204, 142, 128), (200, 124, 100), (206, 172, 140), (196, 116, 116)]","{'brown', 'indianred', 'wheat', 'tan', 'rosybrown'}","{'red', 'brown'}",Untitled from an untitled portfolio,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1988,One from a portfolio of ten woodcuts,"composition and sheet: 23 5/8 × 31 1/2"" (60 × 80 cm)
","Gift of Nelson Blitz, Jr.",135.1989.3,Print,Drawings & Prints,1989-05-30,Y,http://www.moma.org/collection/works/93079,http://www.moma.org/media/W1siZiIsIjM3NjA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e5d936846dd9de85,,,,60.0,,,80.0,,
93080,"[(243, 224, 198), (181, 59, 52), (216, 155, 132), (204, 124, 108), (220, 176, 147), (196, 116, 108)]","{'brown', 'darksalmon', 'indianred', 'bisque', 'tan'}","{'red', 'brown'}",Untitled from an untitled portfolio,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1988,One from a portfolio of ten woodcuts,"composition: 15 3/4 × 23 5/8"" (40 × 60 cm); sheet: 23 5/8 × 31 1/2"" (60 × 80 cm)","Gift of Nelson Blitz, Jr.",135.1989.4,Print,Drawings & Prints,1989-05-30,Y,http://www.moma.org/collection/works/93080,http://www.moma.org/media/W1siZiIsIjM3NjA0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3fe51a8b4d0e2306,,,,40.0,,,60.0,,
93081,"[(236, 217, 190), (181, 59, 52), (207, 142, 130), (190, 124, 100), (214, 173, 140), (212, 116, 116)]","{'brown', 'indianred', 'palevioletred', 'wheat', 'tan', 'rosybrown'}","{'red', 'brown', 'pink'}",Untitled from an untitled portfolio,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1988,One from a portfolio of ten woodcuts,"composition and sheet: 23 5/8 × 31 1/2"" (60 × 80 cm)
","Gift of Nelson Blitz, Jr.",135.1989.5,Print,Drawings & Prints,1989-05-30,Y,http://www.moma.org/collection/works/93081,http://www.moma.org/media/W1siZiIsIjM3NjA0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=03054c4da3e68920,,,,60.0,,,80.0,,
93082,"[(243, 224, 198), (180, 56, 50), (212, 150, 125), (203, 127, 105), (220, 174, 145), (220, 116, 108)]","{'brown', 'darksalmon', 'indianred', 'lightcoral', 'bisque', 'tan'}","{'red', 'brown'}",Untitled from an untitled portfolio,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1988,One from a portfolio of ten woodcuts,"composition: 15 3/4 × 23 5/8"" (40 × 60 cm); sheet: 23 5/8 × 31 1/2"" (60 × 80 cm)","Gift of Nelson Blitz, Jr.",135.1989.6,Print,Drawings & Prints,1989-05-30,Y,http://www.moma.org/collection/works/93082,http://www.moma.org/media/W1siZiIsIjM3NjA0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e20090d9b4c4c765,,,,40.0,,,60.0,,
93083,"[(242, 221, 197), (181, 60, 55), (209, 147, 131), (205, 124, 105), (200, 116, 116), (218, 164, 156)]","{'brown', 'indianred', 'bisque', 'tan', 'rosybrown'}","{'red', 'brown'}",Untitled from an untitled portfolio,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1988,One from a portfolio of ten woodcuts,"composition and sheet: 23 5/8 × 31 1/2"" (60 × 80 cm)
","Gift of Nelson Blitz, Jr.",135.1989.7,Print,Drawings & Prints,1989-05-30,Y,http://www.moma.org/collection/works/93083,http://www.moma.org/media/W1siZiIsIjM3NjA0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c99461354e7b6f2e,,,,60.0,,,80.0,,
93084,"[(240, 221, 196), (183, 56, 51), (207, 125, 106), (212, 148, 129), (218, 176, 147), (206, 116, 108)]","{'brown', 'darksalmon', 'indianred', 'bisque', 'tan'}","{'red', 'brown'}",Untitled from an untitled portfolio,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1988,One from a portfolio of ten woodcuts,"composition: 15 3/4 × 23 5/8"" (40 × 60 cm); sheet: 23 5/8 × 31 1/2"" (60 × 80 cm)","Gift of Nelson Blitz, Jr.",135.1989.8,Print,Drawings & Prints,1989-05-30,Y,http://www.moma.org/collection/works/93084,http://www.moma.org/media/W1siZiIsIjM3NjA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=390ea8793de4f5fe,,,,40.0,,,60.0,,
93085,"[(243, 222, 197), (185, 61, 55), (213, 151, 134), (221, 174, 148), (203, 122, 116), (212, 132, 108)]","{'brown', 'darksalmon', 'palevioletred', 'bisque', 'tan'}","{'red', 'brown', 'pink'}",Untitled from an untitled portfolio,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1988,One from a portfolio of ten woodcuts,"composition and sheet: 23 5/8 × 31 1/2"" (60 × 80 cm)
","Gift of Nelson Blitz, Jr.",135.1989.9,Print,Drawings & Prints,1989-05-30,Y,http://www.moma.org/collection/works/93085,http://www.moma.org/media/W1siZiIsIjM3NjA0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f17cfd362263d33,,,,60.0,,,80.0,,
93086,"[(241, 222, 196), (179, 53, 46), (210, 146, 124), (218, 172, 140), (199, 124, 100), (206, 116, 108)]","{'brown', 'darksalmon', 'indianred', 'bisque', 'tan'}","{'red', 'brown'}",Untitled from an untitled portfolio,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1988,One from a portfolio of ten woodcuts,"composition: 15 3/4 × 23 5/8"" (40 × 60 cm); sheet: 23 5/8 × 31 1/2"" (60 × 80 cm)","Gift of Nelson Blitz, Jr.",135.1989.10,Print,Drawings & Prints,1989-05-30,Y,http://www.moma.org/collection/works/93086,http://www.moma.org/media/W1siZiIsIjM3NjA0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6666d4b10452b396,,,,40.0,,,60.0,,
94527,"[(196, 88, 88), (239, 237, 221), (213, 145, 139), (210, 131, 132), (226, 179, 172), (224, 189, 172)]","{'palevioletred', 'indianred', 'tan', 'rosybrown', 'beige'}","{'red', 'brown', 'white', 'pink'}",Composition with Two Flags,Alfredo Volpi,27989,"(Brazilian, born Italy. 1896–1988)",(Brazilian),(1896),(1988),(Male),1962,Woodcut,"Composition: 17 1/16 x 17 1/16"" (43.3 x 43.3 cm)
Sheet: 25 7/8 x 18 11/16"" (65.7 x 47.4 cm)",Joanne M. Stern Fund,221.2005,Print,Drawings & Prints,2005-02-08,Y,http://www.moma.org/collection/works/94527,http://www.moma.org/media/W1siZiIsIjI1MzcwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b472ead5c0b5b59,,,,43.3,,,43.3,,
95064,"[(63, 145, 107), (236, 237, 236), (191, 141, 21), (125, 157, 191), (202, 128, 152), (200, 172, 152)]","{'cadetblue', 'darkgoldenrod', 'whitesmoke', 'seagreen', 'tan', 'rosybrown'}","{'brown', 'green', 'white', 'blue'}",Expansion in Four Directions,Max Bill,559,"(Swiss, 1908–1994)",(Swiss),(1908),(1994),(Male),1961-62,Synthetic polymer paint on canvas,"73 1/2 x 73 1/2"" (186.7 x 186.7 cm)",Bequest of Richard S. Zeisler,204.2008,Painting,Painting & Sculpture,2008-03-10,Y,http://www.moma.org/collection/works/95064,http://www.moma.org/media/W1siZiIsIjE0MDUyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=742fef9c06715364,,,,186.6904,,,186.6904,,
95352,"[(209, 94, 59), (243, 231, 213), (227, 185, 155), (220, 102, 67), (223, 156, 127), (213, 140, 107)]","{'chocolate', 'antiquewhite', 'darksalmon', 'indianred', 'burlywood'}","{'red', 'brown'}",Untitled,Kai Althoff,26178,"(German, born 1966)",(German),(1966),(0),(Male),(2001),Cut-and-pasted colored paper on printed paper,"11 3/4 x 8 1/2"" (29.8 x 21.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1124.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95352,http://www.moma.org/media/W1siZiIsIjExNTY3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0417d8182b0b9901,,,,29.8451,,,21.59,,
95429,"[(211, 167, 44), (231, 219, 188), (126, 165, 80), (196, 121, 49), (203, 177, 117), (242, 212, 65)]","{'wheat', 'olivedrab', 'peru', 'sandybrown', 'darkkhaki', 'goldenrod'}","{'green', 'yellow', 'brown'}",Erzählung am Boden Nr. 284,Martin Assig,28549,"(German, born 1959)",(German),(1959),(0),(Male),2003,Encaustic and cut painted paper with pencil on paper,"7 1/2 x 4 3/4"" (19.1 x 12.1 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1197.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95429,http://www.moma.org/media/W1siZiIsIjExNDg1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=901b9baf2c50ee4c,,,,19.05,,,12.065,,
95510,"[(251, 251, 236), (209, 186, 137), (218, 204, 162), (231, 219, 190), (220, 204, 172), (220, 212, 176)]","{'tan', 'floralwhite', 'wheat'}","{'brown', 'white'}",Moose and Sun (Elch und Sonne),Joseph Beuys,540,"(German, 1921–1986)",(German),(1921),(1986),(Male),1952,Pencil on two pieces of notebook paper on paperboard,"28 1/2 x 19 3/4"" (72.4 x 50.2 cm)
",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1276.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95510,http://www.moma.org/media/W1siZiIsIjE2MTkzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d41911c5819e39a6,,,,72.3901447803,,,50.1651003302,,
95536,"[(251, 244, 227), (223, 149, 94), (238, 198, 151), (143, 216, 202), (220, 132, 132), (240, 188, 180)]","{'oldlace', 'lightpink', 'sandybrown', 'lightcoral', 'burlywood', 'skyblue'}","{'brown', 'blue', 'red', 'white', 'pink'}",Lass' doch,Norbert Bisky,28565,"(German, born 1970)",(German),(1970),(0),(Male),2003,"Watercolor and pencil on paper
","16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1310.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95536,http://www.moma.org/media/W1siZiIsIjExMzY2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2e5d9eca5375d64a,,,,41.9101,,,55.8801,,
95539,"[(247, 243, 220), (225, 149, 83), (240, 192, 133), (214, 130, 114), (146, 215, 197), (228, 177, 167)]","{'darksalmon', 'sandybrown', 'burlywood', 'tan', 'skyblue', 'beige'}","{'red', 'brown', 'white', 'blue'}",Vorturner,Norbert Bisky,28565,"(German, born 1970)",(German),(1970),(0),(Male),2003,"Watercolor and pencil on paper
","16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1317.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95539,http://www.moma.org/media/W1siZiIsIjExMzY3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0d8c4c2152a82c4,,,,41.9101,,,55.8801,,
95540,"[(251, 250, 228), (228, 156, 74), (243, 202, 138), (211, 147, 125), (133, 207, 191), (180, 226, 207)]","{'darksalmon', 'oldlace', 'powderblue', 'sandybrown', 'mediumaquamarine', 'burlywood'}","{'brown', 'blue', 'red', 'white', 'green'}",Überflieger,Norbert Bisky,28565,"(German, born 1970)",(German),(1970),(0),(Male),2003,Watercolor and pencil on paper,"16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1315.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95540,http://www.moma.org/media/W1siZiIsIjExMDk4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=871445dceebf4e36,,,,41.9101,,,55.8801,,
95541,"[(251, 251, 227), (240, 165, 68), (245, 206, 140), (156, 224, 207), (206, 151, 127), (230, 193, 172)]","{'khaki', 'sandybrown', 'lightblue', 'wheat', 'rosybrown', 'lightyellow'}","{'yellow', 'brown', 'blue'}",auf dich kommt es an,Norbert Bisky,28565,"(German, born 1970)",(German),(1970),(0),(Male),2003,"Watercolor and pencil on paper
","16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1304.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95541,http://www.moma.org/media/W1siZiIsIjExMzcwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=48f192037022ad75,,,,41.9101,,,55.8801,,
95543,"[(244, 243, 220), (237, 165, 77), (245, 203, 138), (118, 204, 192), (173, 222, 204), (211, 137, 123)]","{'khaki', 'powderblue', 'darksalmon', 'sandybrown', 'mediumaquamarine', 'beige'}","{'brown', 'blue', 'yellow', 'red', 'white', 'green'}",Feuer,Norbert Bisky,28565,"(German, born 1970)",(German),(1970),(0),(Male),2003,Watercolor and pencil on paper,"16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1306.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95543,http://www.moma.org/media/W1siZiIsIjExMzcwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6a60166c43cb4d94,,,,41.9101,,,55.8801,,
95544,"[(248, 244, 227), (226, 153, 79), (235, 193, 138), (138, 212, 196), (204, 132, 116), (220, 172, 172)]","{'linen', 'sandybrown', 'burlywood', 'tan', 'skyblue', 'rosybrown'}","{'brown', 'blue'}",Feuer marsch,Norbert Bisky,28565,"(German, born 1970)",(German),(1970),(0),(Male),2003,Watercolor and pencil on paper,"16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1307.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95544,http://www.moma.org/media/W1siZiIsIjExMDk4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c40bba6ac47409f8,,,,41.9101,,,55.8801,,
95545,"[(244, 243, 220), (235, 170, 85), (117, 203, 192), (241, 202, 138), (218, 165, 128), (171, 224, 206)]","{'powderblue', 'sandybrown', 'mediumaquamarine', 'burlywood', 'beige'}","{'brown', 'green', 'white', 'blue'}",Kleiner Aufmarsch,Norbert Bisky,28565,"(German, born 1970)",(German),(1970),(0),(Male),2003,Watercolor and pencil on paper,"16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1309.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95545,http://www.moma.org/media/W1siZiIsIjEzNTczMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3e486dba132a6aa2,,,,41.9101,,,55.8801,,
95547,"[(250, 244, 227), (238, 157, 77), (242, 203, 140), (119, 208, 191), (202, 126, 121), (238, 174, 177)]","{'khaki', 'oldlace', 'lightpink', 'sandybrown', 'mediumaquamarine', 'rosybrown'}","{'brown', 'yellow', 'white', 'pink', 'green'}",Spiel mit,Norbert Bisky,28565,"(German, born 1970)",(German),(1970),(0),(Male),2003,Watercolor and pencil on paper,"16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1313.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95547,http://www.moma.org/media/W1siZiIsIjExMDk4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5268ede000b2cdfe,,,,41.9101,,,55.8801,,
95600,"[(239, 231, 218), (190, 87, 96), (215, 151, 151), (191, 132, 123), (180, 146, 138), (210, 180, 164)]","{'tan', 'rosybrown', 'antiquewhite', 'indianred'}","{'red', 'brown'}",Spider,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),(2002),"Felt-tip pen, pencil, crayon, and correction fluid on paper","11 5/8 x 5 7/8"" (29.5 x 14.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1359.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95600,http://www.moma.org/media/W1siZiIsIjExNDQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b3d9dc658c63289d,,,,29.5276,,,14.9225,,
95658,"[(168, 102, 74), (241, 237, 226), (211, 164, 135), (168, 120, 116), (220, 156, 108), (164, 140, 116)]","{'linen', 'sienna', 'darksalmon', 'tan', 'rosybrown'}","{'red', 'brown'}",Someca,"Los Carpinteros, Marco Castillo, Dagoberto Rodriguez, Alexandre Arrechea","8304, 8305, 8307, 8306","(Cuban) (Cuban, born 1971) (Cuban, born 1969) (Cuban, born 1970)",(Cuban) (Cuban) (Cuban) (Cuban),(0) (1971) (1969) (1970),(0) (0) (0) (0),() (Male) (Male) (Male),2002,Watercolor and pencil on paper,"94 1/8 x 60"" (239.1 x 152.4 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2255.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95658,http://www.moma.org/media/W1siZiIsIjE4MTc2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1844389193b15e64,,,,239.1,,,152.4,,
95764,"[(164, 147, 133), (101, 49, 61), (66, 114, 101), (241, 231, 212), (178, 112, 47), (224, 216, 187)]","{'sienna', 'antiquewhite', 'seagreen', 'wheat', 'rosybrown', 'saddlebrown'}","{'green', 'brown'}",Couple in Love (#14),Ele D'Artagnan (Michele Lombardi-Toscanini),28601,"(Italian, 1911–1987)",(Italian),(1911),(1987),(Male),1975,"Synthetic polymer paint, oil, watercolor, felt-tip pen, colored pencil, and ballpoint pen on paper","9 3/4 x 13 3/4"" (24.8 x 34.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1513.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95764,http://www.moma.org/media/W1siZiIsIjExMTA0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e833d23aef9cb265,,,,24.8,,,34.9,,
95942,"[(251, 244, 221), (230, 169, 153), (251, 231, 163), (228, 222, 196), (240, 220, 196), (252, 236, 180)]","{'cornsilk', 'navajowhite', 'bisque', 'moccasin', 'burlywood', 'wheat'}","{'yellow', 'brown'}","proposition two of May 15, 1964",Dan Flavin,1911,"(American, 1933–1996)",(American),(1933),(1996),(Male),1965,"Colored pencil on paper
","12 3/4 x 19 3/4"" (32.4 x 50.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1674.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95942,http://www.moma.org/media/W1siZiIsIjExMTI0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ae7f49959a0a9a1,,,,32.3851,,,50.1651,,
95946,"[(224, 76, 50), (237, 192, 161), (232, 154, 123), (188, 40, 38), (232, 164, 140), (244, 114, 92)]","{'chocolate', 'darksalmon', 'coral', 'firebrick', 'burlywood'}","{'red', 'brown', 'orange'}",Lighthouse Series XIII,Helen Frankenthaler,1974,"(American, 1928–2011)",(American),(1928),(2011),(Female),1999,Acrylic on paper,"24 x 35 3/4"" (61 x 90.8 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1680.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95946,http://www.moma.org/media/W1siZiIsIjExODAwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da3486cba152a223,,,,60.9601,,,90.8052,,
95948,"[(241, 227, 190), (138, 92, 79), (168, 136, 118), (183, 157, 132), (200, 175, 151), (164, 148, 123)]","{'sienna', 'tan', 'rosybrown', 'wheat'}",{'brown'},red strokes,Suzan Frecon,8092,"(American, born 1941)",(American),(1941),(0),(Female),(1998),"Watercolor on Japanese paper
","14 1/2 x 18 1/2"" (36.8 x 47 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1682.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/95948,http://www.moma.org/media/W1siZiIsIjExNTc0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e6674bf11a838a53,,,,36.8301,,,46.9901,,
96087,"[(237, 235, 231), (217, 44, 55), (104, 141, 219), (242, 197, 5), (107, 83, 152), (176, 142, 140)]","{'linen', 'darkslateblue', 'cornflowerblue', 'crimson', 'rosybrown', 'gold'}","{'brown', 'blue', 'yellow', 'red', 'purple'}",Untitled,Peter Halley,2467,"(American, born 1953)",(American),(1953),(0),(Male),2003,Synthetic polymer paint on printed paper,"11 x 8 1/2"" (27.9 x 21.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1807.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/96087,http://www.moma.org/media/W1siZiIsIjEyMjY3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a313fc0110d156ef,,,,27.9401,,,21.59,,
96217,"[(241, 228, 164), (238, 233, 192), (236, 237, 228), (235, 233, 207), (240, 227, 135), (237, 227, 111)]","{'linen', 'palegoldenrod', 'khaki', 'antiquewhite', 'bisque'}","{'yellow', 'brown'}",Untitled XII,Shirazeh Houshiary,22724,"(British and Iranian, born Iran 1955)",(British),(1955),(0),(Female),2002,"Pigment, colored ink, colored pencil, and synthetic polymer paint on paper
","11 3/4 x 11 3/4"" (29.8 x 29.8 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1936.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/96217,http://www.moma.org/media/W1siZiIsIjExNDY2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bccc3d70bfa01ca9,,,,29.8451,,,29.8451,,
96225,"[(187, 61, 65), (99, 84, 68), (205, 182, 137), (127, 82, 71), (192, 138, 107), (212, 153, 143)]","{'sienna', 'brown', 'darkolivegreen', 'tan', 'rosybrown'}","{'brown', 'green'}",Uproot,Shelby Hughes,28667,"(American, 1981–2014)",(American),(1981),(2014),(Female),(2003),Ink and gel-ink pen on colored transparentized paper,"11 x 8 1/2"" (27.9 x 21.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1946.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/96225,http://www.moma.org/media/W1siZiIsIjExMDgwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=159c34d46d20648a,,,,27.9401,,,21.59,,
96245,"[(239, 231, 220), (176, 100, 75), (124, 192, 186), (199, 101, 117), (212, 183, 137), (228, 202, 70)]","{'antiquewhite', 'indianred', 'sandybrown', 'mediumaquamarine', 'tan'}","{'green', 'red', 'brown'}",Untitled 1003,Jim Isermann,28668,"(American, born 1955)",(American),(1955),(0),(Male),2003,"Colored pencil and pencil on graph paper
","17 x 22"" (43.2 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1964.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/96245,http://www.moma.org/media/W1siZiIsIjEyMjY4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9d2af305c4f36078,,,,43.1801,,,55.8801,,
96284,"[(251, 189, 70), (243, 204, 136), (248, 198, 114), (212, 153, 65), (171, 131, 65), (189, 132, 61)]","{'sandybrown', 'burlywood', 'peru', 'khaki'}","{'yellow', 'brown'}",Untitled,Donald Judd,2948,"(American, 1928–1994)",(American),(1928),(1994),(Male),1970,Felt-tip pen on colored paper,"17 1/8 x 22"" (43.5 x 55.9 cm)","The Judith Rothschild Foundation Contemporary Drawings Collection Gift (purchase, and gift, in part, of The Eileen and Michael Cohen Collection)",2005.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/96284,http://www.moma.org/media/W1siZiIsIjExMTM1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e905034fd0e730a8,,,,43.4976,,,55.9,,
